site_idx,site_kind,site_keys,n_neurons,metric_name,n_exact_ties,uniqueness_prob_exact,n_tie_groups,equivalent_orderings,n_approx_ties_1e-07,uniqueness_prob_1e-07,n_approx_ties_1e-05,uniqueness_prob_1e-05,n_approx_ties_0.001,uniqueness_prob_0.001,model_name
31,conv_bn_conv,"['layer4.2.conv2.weight', 'layer4.2.bn2.weight']",512,l1_norm,0,1.0,0,1.0,254,0.50390625,254,0.50390625,254,0.50390625,resnet50
0,conv_bn_conv,"['layer1.0.conv1.weight', 'layer1.0.bn1.weight']",64,l2_norm,0,1.0,0,1.0,2,0.96875,2,0.96875,4,0.9375,resnet50
1,conv_bn_conv,"['layer1.0.conv2.weight', 'layer1.0.bn2.weight']",64,l2_norm,0,1.0,0,1.0,0,1.0,0,1.0,2,0.96875,resnet50
2,conv_bn_conv,"['layer1.1.conv1.weight', 'layer1.1.bn1.weight']",64,l2_norm,0,1.0,0,1.0,0,1.0,0,1.0,8,0.875,resnet50
3,conv_bn_conv,"['layer1.1.conv2.weight', 'layer1.1.bn2.weight']",64,l2_norm,0,1.0,0,1.0,4,0.9375,4,0.9375,10,0.84375,resnet50
4,conv_bn_conv,"['layer1.2.conv1.weight', 'layer1.2.bn1.weight']",64,l2_norm,0,1.0,0,1.0,2,0.96875,2,0.96875,20,0.6875,resnet50
5,conv_bn_conv,"['layer1.2.conv2.weight', 'layer1.2.bn2.weight']",64,l2_norm,0,1.0,0,1.0,2,0.96875,2,0.96875,17,0.734375,resnet50
6,conv_bn_conv,"['layer2.0.conv1.weight', 'layer2.0.bn1.weight']",128,l2_norm,0,1.0,0,1.0,10,0.921875,10,0.921875,41,0.6796875,resnet50
7,conv_bn_conv,"['layer2.0.conv2.weight', 'layer2.0.bn2.weight']",128,l2_norm,0,1.0,0,1.0,20,0.84375,20,0.84375,50,0.609375,resnet50
8,conv_bn_conv,"['layer2.1.conv1.weight', 'layer2.1.bn1.weight']",128,l2_norm,0,1.0,0,1.0,6,0.953125,6,0.953125,31,0.7578125,resnet50
9,conv_bn_conv,"['layer2.1.conv2.weight', 'layer2.1.bn2.weight']",128,l2_norm,0,1.0,0,1.0,8,0.9375,8,0.9375,31,0.7578125,resnet50
10,conv_bn_conv,"['layer2.2.conv1.weight', 'layer2.2.bn1.weight']",128,l2_norm,0,1.0,0,1.0,6,0.953125,6,0.953125,35,0.7265625,resnet50
11,conv_bn_conv,"['layer2.2.conv2.weight', 'layer2.2.bn2.weight']",128,l2_norm,0,1.0,0,1.0,12,0.90625,12,0.90625,42,0.671875,resnet50
12,conv_bn_conv,"['layer2.3.conv1.weight', 'layer2.3.bn1.weight']",128,l2_norm,0,1.0,0,1.0,12,0.90625,12,0.90625,60,0.53125,resnet50
13,conv_bn_conv,"['layer2.3.conv2.weight', 'layer2.3.bn2.weight']",128,l2_norm,0,1.0,0,1.0,15,0.8828125,15,0.8828125,55,0.5703125,resnet50
14,conv_bn_conv,"['layer3.0.conv1.weight', 'layer3.0.bn1.weight']",256,l2_norm,0,1.0,0,1.0,64,0.75,64,0.75,168,0.34375,resnet50
15,conv_bn_conv,"['layer3.0.conv2.weight', 'layer3.0.bn2.weight']",256,l2_norm,0,1.0,0,1.0,70,0.7265625,70,0.7265625,140,0.453125,resnet50
16,conv_bn_conv,"['layer3.1.conv1.weight', 'layer3.1.bn1.weight']",256,l2_norm,0,1.0,0,1.0,42,0.8359375,42,0.8359375,158,0.3828125,resnet50
17,conv_bn_conv,"['layer3.1.conv2.weight', 'layer3.1.bn2.weight']",256,l2_norm,0,1.0,0,1.0,43,0.83203125,43,0.83203125,155,0.39453125,resnet50
18,conv_bn_conv,"['layer3.2.conv1.weight', 'layer3.2.bn1.weight']",256,l2_norm,0,1.0,0,1.0,71,0.72265625,71,0.72265625,191,0.25390625,resnet50
19,conv_bn_conv,"['layer3.2.conv2.weight', 'layer3.2.bn2.weight']",256,l2_norm,0,1.0,0,1.0,51,0.80078125,51,0.80078125,145,0.43359375,resnet50
20,conv_bn_conv,"['layer3.3.conv1.weight', 'layer3.3.bn1.weight']",256,l2_norm,0,1.0,0,1.0,49,0.80859375,49,0.80859375,176,0.3125,resnet50
21,conv_bn_conv,"['layer3.3.conv2.weight', 'layer3.3.bn2.weight']",256,l2_norm,0,1.0,0,1.0,51,0.80078125,51,0.80078125,144,0.4375,resnet50
22,conv_bn_conv,"['layer3.4.conv1.weight', 'layer3.4.bn1.weight']",256,l2_norm,0,1.0,0,1.0,77,0.69921875,77,0.69921875,187,0.26953125,resnet50
23,conv_bn_conv,"['layer3.4.conv2.weight', 'layer3.4.bn2.weight']",256,l2_norm,0,1.0,0,1.0,66,0.7421875,66,0.7421875,177,0.30859375,resnet50
24,conv_bn_conv,"['layer3.5.conv1.weight', 'layer3.5.bn1.weight']",256,l2_norm,0,1.0,0,1.0,83,0.67578125,83,0.67578125,193,0.24609375,resnet50
25,conv_bn_conv,"['layer3.5.conv2.weight', 'layer3.5.bn2.weight']",256,l2_norm,0,1.0,0,1.0,67,0.73828125,67,0.73828125,166,0.3515625,resnet50
26,conv_bn_conv,"['layer4.0.conv1.weight', 'layer4.0.bn1.weight']",512,l2_norm,0,1.0,0,1.0,330,0.35546875,330,0.35546875,464,0.09375,resnet50
27,conv_bn_conv,"['layer4.0.conv2.weight', 'layer4.0.bn2.weight']",512,l2_norm,0,1.0,0,1.0,292,0.4296875,292,0.4296875,439,0.142578125,resnet50
28,conv_bn_conv,"['layer4.1.conv1.weight', 'layer4.1.bn1.weight']",512,l2_norm,0,1.0,0,1.0,278,0.45703125,278,0.45703125,458,0.10546875,resnet50
29,conv_bn_conv,"['layer4.1.conv2.weight', 'layer4.1.bn2.weight']",512,l2_norm,2,0.99609375,1,2.0,255,0.501953125,255,0.501953125,438,0.14453125,resnet50
30,conv_bn_conv,"['layer4.2.conv1.weight', 'layer4.2.bn1.weight']",512,l2_norm,0,1.0,0,1.0,241,0.529296875,241,0.529296875,439,0.142578125,resnet50
31,conv_bn_conv,"['layer4.2.conv2.weight', 'layer4.2.bn2.weight']",512,l2_norm,0,1.0,0,1.0,233,0.544921875,233,0.544921875,445,0.130859375,resnet50
0,conv_bn_conv,"['layer1.0.conv1.weight', 'layer1.0.bn1.weight']",64,bias_value,0,1.0,0,1.0,2,0.96875,2,0.96875,6,0.90625,resnet50
1,conv_bn_conv,"['layer1.0.conv2.weight', 'layer1.0.bn2.weight']",64,bias_value,0,1.0,0,1.0,4,0.9375,4,0.9375,8,0.875,resnet50
2,conv_bn_conv,"['layer1.1.conv1.weight', 'layer1.1.bn1.weight']",64,bias_value,0,1.0,0,1.0,0,1.0,0,1.0,4,0.9375,resnet50
3,conv_bn_conv,"['layer1.1.conv2.weight', 'layer1.1.bn2.weight']",64,bias_value,0,1.0,0,1.0,0,1.0,0,1.0,2,0.96875,resnet50
4,conv_bn_conv,"['layer1.2.conv1.weight', 'layer1.2.bn1.weight']",64,bias_value,0,1.0,0,1.0,2,0.96875,2,0.96875,5,0.921875,resnet50
5,conv_bn_conv,"['layer1.2.conv2.weight', 'layer1.2.bn2.weight']",64,bias_value,0,1.0,0,1.0,0,1.0,0,1.0,8,0.875,resnet50
6,conv_bn_conv,"['layer2.0.conv1.weight', 'layer2.0.bn1.weight']",128,bias_value,0,1.0,0,1.0,8,0.9375,8,0.9375,16,0.875,resnet50
7,conv_bn_conv,"['layer2.0.conv2.weight', 'layer2.0.bn2.weight']",128,bias_value,0,1.0,0,1.0,10,0.921875,10,0.921875,34,0.734375,resnet50
8,conv_bn_conv,"['layer2.1.conv1.weight', 'layer2.1.bn1.weight']",128,bias_value,0,1.0,0,1.0,10,0.921875,10,0.921875,31,0.7578125,resnet50
9,conv_bn_conv,"['layer2.1.conv2.weight', 'layer2.1.bn2.weight']",128,bias_value,0,1.0,0,1.0,2,0.984375,2,0.984375,18,0.859375,resnet50
10,conv_bn_conv,"['layer2.2.conv1.weight', 'layer2.2.bn1.weight']",128,bias_value,0,1.0,0,1.0,14,0.890625,14,0.890625,33,0.7421875,resnet50
11,conv_bn_conv,"['layer2.2.conv2.weight', 'layer2.2.bn2.weight']",128,bias_value,0,1.0,0,1.0,10,0.921875,10,0.921875,23,0.8203125,resnet50
12,conv_bn_conv,"['layer2.3.conv1.weight', 'layer2.3.bn1.weight']",128,bias_value,0,1.0,0,1.0,8,0.9375,8,0.9375,17,0.8671875,resnet50
13,conv_bn_conv,"['layer2.3.conv2.weight', 'layer2.3.bn2.weight']",128,bias_value,0,1.0,0,1.0,4,0.96875,4,0.96875,15,0.8828125,resnet50
14,conv_bn_conv,"['layer3.0.conv1.weight', 'layer3.0.bn1.weight']",256,bias_value,0,1.0,0,1.0,23,0.91015625,23,0.91015625,73,0.71484375,resnet50
15,conv_bn_conv,"['layer3.0.conv2.weight', 'layer3.0.bn2.weight']",256,bias_value,0,1.0,0,1.0,48,0.8125,48,0.8125,115,0.55078125,resnet50
16,conv_bn_conv,"['layer3.1.conv1.weight', 'layer3.1.bn1.weight']",256,bias_value,0,1.0,0,1.0,12,0.953125,12,0.953125,71,0.72265625,resnet50
17,conv_bn_conv,"['layer3.1.conv2.weight', 'layer3.1.bn2.weight']",256,bias_value,0,1.0,0,1.0,28,0.890625,28,0.890625,77,0.69921875,resnet50
18,conv_bn_conv,"['layer3.2.conv1.weight', 'layer3.2.bn1.weight']",256,bias_value,0,1.0,0,1.0,19,0.92578125,19,0.92578125,88,0.65625,resnet50
19,conv_bn_conv,"['layer3.2.conv2.weight', 'layer3.2.bn2.weight']",256,bias_value,0,1.0,0,1.0,33,0.87109375,33,0.87109375,99,0.61328125,resnet50
20,conv_bn_conv,"['layer3.3.conv1.weight', 'layer3.3.bn1.weight']",256,bias_value,0,1.0,0,1.0,16,0.9375,16,0.9375,70,0.7265625,resnet50
21,conv_bn_conv,"['layer3.3.conv2.weight', 'layer3.3.bn2.weight']",256,bias_value,0,1.0,0,1.0,31,0.87890625,31,0.87890625,93,0.63671875,resnet50
22,conv_bn_conv,"['layer3.4.conv1.weight', 'layer3.4.bn1.weight']",256,bias_value,0,1.0,0,1.0,28,0.890625,28,0.890625,84,0.671875,resnet50
23,conv_bn_conv,"['layer3.4.conv2.weight', 'layer3.4.bn2.weight']",256,bias_value,0,1.0,0,1.0,34,0.8671875,34,0.8671875,84,0.671875,resnet50
24,conv_bn_conv,"['layer3.5.conv1.weight', 'layer3.5.bn1.weight']",256,bias_value,0,1.0,0,1.0,27,0.89453125,27,0.89453125,77,0.69921875,resnet50
25,conv_bn_conv,"['layer3.5.conv2.weight', 'layer3.5.bn2.weight']",256,bias_value,0,1.0,0,1.0,19,0.92578125,19,0.92578125,85,0.66796875,resnet50
26,conv_bn_conv,"['layer4.0.conv1.weight', 'layer4.0.bn1.weight']",512,bias_value,0,1.0,0,1.0,150,0.70703125,150,0.70703125,307,0.400390625,resnet50
27,conv_bn_conv,"['layer4.0.conv2.weight', 'layer4.0.bn2.weight']",512,bias_value,0,1.0,0,1.0,114,0.77734375,114,0.77734375,272,0.46875,resnet50
28,conv_bn_conv,"['layer4.1.conv1.weight', 'layer4.1.bn1.weight']",512,bias_value,0,1.0,0,1.0,115,0.775390625,115,0.775390625,282,0.44921875,resnet50
29,conv_bn_conv,"['layer4.1.conv2.weight', 'layer4.1.bn2.weight']",512,bias_value,0,1.0,0,1.0,131,0.744140625,131,0.744140625,308,0.3984375,resnet50
30,conv_bn_conv,"['layer4.2.conv1.weight', 'layer4.2.bn1.weight']",512,bias_value,0,1.0,0,1.0,72,0.859375,72,0.859375,203,0.603515625,resnet50
31,conv_bn_conv,"['layer4.2.conv2.weight', 'layer4.2.bn2.weight']",512,bias_value,0,1.0,0,1.0,99,0.806640625,99,0.806640625,244,0.5234375,resnet50
0,conv_bn_conv,"['layer1.0.conv1.weight', 'layer1.0.bn1.weight']",64,variance,0,1.0,0,1.0,2,0.96875,2,0.96875,56,0.125,resnet50
1,conv_bn_conv,"['layer1.0.conv2.weight', 'layer1.0.bn2.weight']",64,variance,0,1.0,0,1.0,0,1.0,8,0.875,64,0.0,resnet50
2,conv_bn_conv,"['layer1.1.conv1.weight', 'layer1.1.bn1.weight']",64,variance,0,1.0,0,1.0,2,0.96875,14,0.78125,63,0.015625,resnet50
3,conv_bn_conv,"['layer1.1.conv2.weight', 'layer1.1.bn2.weight']",64,variance,0,1.0,0,1.0,0,1.0,15,0.765625,64,0.0,resnet50
4,conv_bn_conv,"['layer1.2.conv1.weight', 'layer1.2.bn1.weight']",64,variance,0,1.0,0,1.0,0,1.0,13,0.796875,62,0.03125,resnet50
5,conv_bn_conv,"['layer1.2.conv2.weight', 'layer1.2.bn2.weight']",64,variance,0,1.0,0,1.0,2,0.96875,25,0.609375,64,0.0,resnet50
6,conv_bn_conv,"['layer2.0.conv1.weight', 'layer2.0.bn1.weight']",128,variance,0,1.0,0,1.0,4,0.96875,45,0.6484375,127,0.0078125,resnet50
7,conv_bn_conv,"['layer2.0.conv2.weight', 'layer2.0.bn2.weight']",128,variance,0,1.0,0,1.0,8,0.9375,90,0.296875,128,0.0,resnet50
8,conv_bn_conv,"['layer2.1.conv1.weight', 'layer2.1.bn1.weight']",128,variance,0,1.0,0,1.0,4,0.96875,74,0.421875,128,0.0,resnet50
9,conv_bn_conv,"['layer2.1.conv2.weight', 'layer2.1.bn2.weight']",128,variance,0,1.0,0,1.0,4,0.96875,67,0.4765625,128,0.0,resnet50
10,conv_bn_conv,"['layer2.2.conv1.weight', 'layer2.2.bn1.weight']",128,variance,0,1.0,0,1.0,2,0.984375,62,0.515625,128,0.0,resnet50
11,conv_bn_conv,"['layer2.2.conv2.weight', 'layer2.2.bn2.weight']",128,variance,0,1.0,0,1.0,0,1.0,97,0.2421875,128,0.0,resnet50
12,conv_bn_conv,"['layer2.3.conv1.weight', 'layer2.3.bn1.weight']",128,variance,0,1.0,0,1.0,4,0.96875,81,0.3671875,128,0.0,resnet50
13,conv_bn_conv,"['layer2.3.conv2.weight', 'layer2.3.bn2.weight']",128,variance,0,1.0,0,1.0,4,0.96875,107,0.1640625,128,0.0,resnet50
14,conv_bn_conv,"['layer3.0.conv1.weight', 'layer3.0.bn1.weight']",256,variance,0,1.0,0,1.0,39,0.84765625,206,0.1953125,255,0.00390625,resnet50
15,conv_bn_conv,"['layer3.0.conv2.weight', 'layer3.0.bn2.weight']",256,variance,0,1.0,0,1.0,22,0.9140625,249,0.02734375,256,0.0,resnet50
16,conv_bn_conv,"['layer3.1.conv1.weight', 'layer3.1.bn1.weight']",256,variance,0,1.0,0,1.0,20,0.921875,240,0.0625,256,0.0,resnet50
17,conv_bn_conv,"['layer3.1.conv2.weight', 'layer3.1.bn2.weight']",256,variance,0,1.0,0,1.0,25,0.90234375,241,0.05859375,256,0.0,resnet50
18,conv_bn_conv,"['layer3.2.conv1.weight', 'layer3.2.bn1.weight']",256,variance,0,1.0,0,1.0,40,0.84375,240,0.0625,256,0.0,resnet50
19,conv_bn_conv,"['layer3.2.conv2.weight', 'layer3.2.bn2.weight']",256,variance,0,1.0,0,1.0,32,0.875,240,0.0625,256,0.0,resnet50
20,conv_bn_conv,"['layer3.3.conv1.weight', 'layer3.3.bn1.weight']",256,variance,0,1.0,0,1.0,33,0.87109375,249,0.02734375,256,0.0,resnet50
21,conv_bn_conv,"['layer3.3.conv2.weight', 'layer3.3.bn2.weight']",256,variance,0,1.0,0,1.0,31,0.87890625,245,0.04296875,256,0.0,resnet50
22,conv_bn_conv,"['layer3.4.conv1.weight', 'layer3.4.bn1.weight']",256,variance,0,1.0,0,1.0,37,0.85546875,237,0.07421875,256,0.0,resnet50
23,conv_bn_conv,"['layer3.4.conv2.weight', 'layer3.4.bn2.weight']",256,variance,0,1.0,0,1.0,21,0.91796875,246,0.0390625,256,0.0,resnet50
24,conv_bn_conv,"['layer3.5.conv1.weight', 'layer3.5.bn1.weight']",256,variance,0,1.0,0,1.0,27,0.89453125,243,0.05078125,256,0.0,resnet50
25,conv_bn_conv,"['layer3.5.conv2.weight', 'layer3.5.bn2.weight']",256,variance,0,1.0,0,1.0,32,0.875,245,0.04296875,256,0.0,resnet50
26,conv_bn_conv,"['layer4.0.conv1.weight', 'layer4.0.bn1.weight']",512,variance,0,1.0,0,1.0,216,0.578125,497,0.029296875,512,0.0,resnet50
27,conv_bn_conv,"['layer4.0.conv2.weight', 'layer4.0.bn2.weight']",512,variance,0,1.0,0,1.0,175,0.658203125,507,0.009765625,512,0.0,resnet50
28,conv_bn_conv,"['layer4.1.conv1.weight', 'layer4.1.bn1.weight']",512,variance,0,1.0,0,1.0,206,0.59765625,505,0.013671875,512,0.0,resnet50
29,conv_bn_conv,"['layer4.1.conv2.weight', 'layer4.1.bn2.weight']",512,variance,0,1.0,0,1.0,162,0.68359375,505,0.013671875,512,0.0,resnet50
30,conv_bn_conv,"['layer4.2.conv1.weight', 'layer4.2.bn1.weight']",512,variance,0,1.0,0,1.0,159,0.689453125,510,0.00390625,512,0.0,resnet50
31,conv_bn_conv,"['layer4.2.conv2.weight', 'layer4.2.bn2.weight']",512,variance,0,1.0,0,1.0,215,0.580078125,505,0.013671875,511,0.001953125,resnet50
