scheme,metric_name,analysis,value,repeat_idx,model_name
lsb_1bit,extraction,extraction_ber_clean,0.0,-1,resnet101
lsb_1bit,l1_norm,tie_analytical_ber,6.151574803149606e-05,-1,resnet101
lsb_1bit,l2_norm,tie_analytical_ber,0.0,-1,resnet101
lsb_1bit,bias_value,tie_analytical_ber,6.151574803149606e-05,-1,resnet101
lsb_1bit,variance,tie_analytical_ber,0.0,-1,resnet101
lsb_1bit,extraction,extraction_ber_after_neuperm,0.443414621736701,0,resnet101
lsb_1bit,l1_norm,canonical_attack_ber,0.0,0,resnet101
lsb_1bit,l2_norm,canonical_attack_ber,0.0,0,resnet101
lsb_1bit,bias_value,canonical_attack_ber,0.00012303149606299212,0,resnet101
lsb_1bit,variance,canonical_attack_ber,0.0,0,resnet101
lsb_1bit,extraction,extraction_ber_after_neuperm,0.44362759017545017,1,resnet101
lsb_1bit,l1_norm,canonical_attack_ber,0.00012303149606299212,1,resnet101
lsb_1bit,l2_norm,canonical_attack_ber,0.0,1,resnet101
lsb_1bit,bias_value,canonical_attack_ber,0.0,1,resnet101
lsb_1bit,variance,canonical_attack_ber,0.0,1,resnet101
lsb_1bit,extraction,extraction_ber_after_neuperm,0.44335576989053554,2,resnet101
lsb_1bit,l1_norm,canonical_attack_ber,0.00012303149606299212,2,resnet101
lsb_1bit,l2_norm,canonical_attack_ber,0.0,2,resnet101
lsb_1bit,bias_value,canonical_attack_ber,0.00012303149606299212,2,resnet101
lsb_1bit,variance,canonical_attack_ber,0.0,2,resnet101
lsb_2bit,extraction,extraction_ber_clean,0.0,-1,resnet101
lsb_2bit,l1_norm,tie_analytical_ber,6.151574803149606e-05,-1,resnet101
lsb_2bit,l2_norm,tie_analytical_ber,0.0,-1,resnet101
lsb_2bit,bias_value,tie_analytical_ber,0.00012303149606299212,-1,resnet101
lsb_2bit,variance,tie_analytical_ber,0.0,-1,resnet101
lsb_2bit,extraction,extraction_ber_after_neuperm,0.44361099610467064,0,resnet101
lsb_2bit,l1_norm,canonical_attack_ber,0.00012303149606299212,0,resnet101
lsb_2bit,l2_norm,canonical_attack_ber,0.0,0,resnet101
lsb_2bit,bias_value,canonical_attack_ber,0.00012303149606299212,0,resnet101
lsb_2bit,variance,canonical_attack_ber,0.0,0,resnet101
lsb_2bit,extraction,extraction_ber_after_neuperm,0.44364843913617313,1,resnet101
lsb_2bit,l1_norm,canonical_attack_ber,0.0,1,resnet101
lsb_2bit,l2_norm,canonical_attack_ber,0.0,1,resnet101
lsb_2bit,bias_value,canonical_attack_ber,0.00012303149606299212,1,resnet101
lsb_2bit,variance,canonical_attack_ber,0.0,1,resnet101
lsb_2bit,extraction,extraction_ber_after_neuperm,0.4436136834035823,2,resnet101
lsb_2bit,l1_norm,canonical_attack_ber,0.00012303149606299212,2,resnet101
lsb_2bit,l2_norm,canonical_attack_ber,0.0,2,resnet101
lsb_2bit,bias_value,canonical_attack_ber,0.00012303149606299212,2,resnet101
lsb_2bit,variance,canonical_attack_ber,0.0,2,resnet101
lsb_4bit,extraction,extraction_ber_clean,0.0,-1,resnet101
lsb_4bit,l1_norm,tie_analytical_ber,0.00012303149606299212,-1,resnet101
lsb_4bit,l2_norm,tie_analytical_ber,0.0,-1,resnet101
lsb_4bit,bias_value,tie_analytical_ber,0.0,-1,resnet101
lsb_4bit,variance,tie_analytical_ber,0.0,-1,resnet101
lsb_4bit,extraction,extraction_ber_after_neuperm,0.44366569383460175,0,resnet101
lsb_4bit,l1_norm,canonical_attack_ber,0.00024606299212598425,0,resnet101
lsb_4bit,l2_norm,canonical_attack_ber,0.0,0,resnet101
lsb_4bit,bias_value,canonical_attack_ber,0.0,0,resnet101
lsb_4bit,variance,canonical_attack_ber,0.0,0,resnet101
lsb_4bit,extraction,extraction_ber_after_neuperm,0.44366983675375726,1,resnet101
lsb_4bit,l1_norm,canonical_attack_ber,0.0,1,resnet101
lsb_4bit,l2_norm,canonical_attack_ber,0.0,1,resnet101
lsb_4bit,bias_value,canonical_attack_ber,0.0,1,resnet101
lsb_4bit,variance,canonical_attack_ber,0.0,1,resnet101
lsb_4bit,extraction,extraction_ber_after_neuperm,0.4436976838887293,2,resnet101
lsb_4bit,l1_norm,canonical_attack_ber,0.00012303149606299212,2,resnet101
lsb_4bit,l2_norm,canonical_attack_ber,0.0,2,resnet101
lsb_4bit,bias_value,canonical_attack_ber,0.0,2,resnet101
lsb_4bit,variance,canonical_attack_ber,0.0,2,resnet101
lsb_8bit,extraction,extraction_ber_clean,0.0,-1,resnet101
lsb_8bit,l1_norm,tie_analytical_ber,0.00012303149606299212,-1,resnet101
lsb_8bit,l2_norm,tie_analytical_ber,0.0,-1,resnet101
lsb_8bit,bias_value,tie_analytical_ber,0.0,-1,resnet101
lsb_8bit,variance,tie_analytical_ber,0.0,-1,resnet101
lsb_8bit,extraction,extraction_ber_after_neuperm,0.44347415660467304,0,resnet101
lsb_8bit,l1_norm,canonical_attack_ber,0.00012303149606299212,0,resnet101
lsb_8bit,l2_norm,canonical_attack_ber,0.0,0,resnet101
lsb_8bit,bias_value,canonical_attack_ber,0.0,0,resnet101
lsb_8bit,variance,canonical_attack_ber,0.0,0,resnet101
lsb_8bit,extraction,extraction_ber_after_neuperm,0.44356499850496606,1,resnet101
lsb_8bit,l1_norm,canonical_attack_ber,0.00024606299212598425,1,resnet101
lsb_8bit,l2_norm,canonical_attack_ber,0.0,1,resnet101
lsb_8bit,bias_value,canonical_attack_ber,0.0,1,resnet101
lsb_8bit,variance,canonical_attack_ber,0.0,1,resnet101
lsb_8bit,extraction,extraction_ber_after_neuperm,0.44356804411039924,2,resnet101
lsb_8bit,l1_norm,canonical_attack_ber,0.00012303149606299212,2,resnet101
lsb_8bit,l2_norm,canonical_attack_ber,0.0,2,resnet101
lsb_8bit,bias_value,canonical_attack_ber,0.0,2,resnet101
lsb_8bit,variance,canonical_attack_ber,0.0,2,resnet101
