scheme,metric_name,analysis,value,repeat_idx,model_name
lsb_1bit,extraction,extraction_ber_clean,0.0,-1,vgg11
lsb_1bit,l1_norm,tie_analytical_ber,0.0010544478527607362,-1,vgg11
lsb_1bit,l2_norm,tie_analytical_ber,0.0008627300613496933,-1,vgg11
lsb_1bit,bias_value,tie_analytical_ber,0.0,-1,vgg11
lsb_1bit,variance,tie_analytical_ber,0.0003834355828220859,-1,vgg11
lsb_1bit,extraction,extraction_ber_after_neuperm,0.49988126144898243,0,vgg11
lsb_1bit,l1_norm,canonical_attack_ber,0.0009585889570552147,0,vgg11
lsb_1bit,l2_norm,canonical_attack_ber,0.0007668711656441718,0,vgg11
lsb_1bit,bias_value,canonical_attack_ber,0.0,0,vgg11
lsb_1bit,variance,canonical_attack_ber,0.0005751533742331289,0,vgg11
lsb_1bit,extraction,extraction_ber_after_neuperm,0.49980455104634736,1,vgg11
lsb_1bit,l1_norm,canonical_attack_ber,0.0015337423312883436,1,vgg11
lsb_1bit,l2_norm,canonical_attack_ber,0.0007668711656441718,1,vgg11
lsb_1bit,bias_value,canonical_attack_ber,0.0,1,vgg11
lsb_1bit,variance,canonical_attack_ber,0.0003834355828220859,1,vgg11
lsb_1bit,extraction,extraction_ber_after_neuperm,0.4998674878974889,2,vgg11
lsb_1bit,l1_norm,canonical_attack_ber,0.0007668711656441718,2,vgg11
lsb_1bit,l2_norm,canonical_attack_ber,0.0005751533742331289,2,vgg11
lsb_1bit,bias_value,canonical_attack_ber,0.0,2,vgg11
lsb_1bit,variance,canonical_attack_ber,0.0003834355828220859,2,vgg11
lsb_2bit,extraction,extraction_ber_clean,0.0,-1,vgg11
lsb_2bit,l1_norm,tie_analytical_ber,0.0011503067484662577,-1,vgg11
lsb_2bit,l2_norm,tie_analytical_ber,0.0009585889570552147,-1,vgg11
lsb_2bit,bias_value,tie_analytical_ber,0.0,-1,vgg11
lsb_2bit,variance,tie_analytical_ber,0.0003834355828220859,-1,vgg11
lsb_2bit,extraction,extraction_ber_after_neuperm,0.49971538423512113,0,vgg11
lsb_2bit,l1_norm,canonical_attack_ber,0.0009585889570552147,0,vgg11
lsb_2bit,l2_norm,canonical_attack_ber,0.0017254601226993865,0,vgg11
lsb_2bit,bias_value,canonical_attack_ber,0.0,0,vgg11
lsb_2bit,variance,canonical_attack_ber,0.0005751533742331289,0,vgg11
lsb_2bit,extraction,extraction_ber_after_neuperm,0.4997172432882462,1,vgg11
lsb_2bit,l1_norm,canonical_attack_ber,0.0011503067484662577,1,vgg11
lsb_2bit,l2_norm,canonical_attack_ber,0.0013420245398773007,1,vgg11
lsb_2bit,bias_value,canonical_attack_ber,0.0,1,vgg11
lsb_2bit,variance,canonical_attack_ber,0.0005751533742331289,1,vgg11
