scheme,metric_name,analysis,value,repeat_idx,model_name
lsb_2bit,extraction,extraction_ber_after_neuperm,0.49996934443976326,2,vgg11
lsb_2bit,l1_norm,canonical_attack_ber,0.0015337423312883436,2,vgg11
lsb_2bit,l2_norm,canonical_attack_ber,0.0011503067484662577,2,vgg11
lsb_2bit,bias_value,canonical_attack_ber,0.0,2,vgg11
lsb_2bit,variance,canonical_attack_ber,0.0,2,vgg11
lsb_4bit,extraction,extraction_ber_clean,0.0,-1,vgg11
lsb_4bit,l1_norm,tie_analytical_ber,0.0008627300613496933,-1,vgg11
lsb_4bit,l2_norm,tie_analytical_ber,0.0006710122699386503,-1,vgg11
lsb_4bit,bias_value,tie_analytical_ber,9.585889570552147e-05,-1,vgg11
lsb_4bit,variance,tie_analytical_ber,0.0005751533742331289,-1,vgg11
lsb_4bit,extraction,extraction_ber_after_neuperm,0.4998104330302229,0,vgg11
lsb_4bit,l1_norm,canonical_attack_ber,0.0007668711656441718,0,vgg11
lsb_4bit,l2_norm,canonical_attack_ber,0.0007668711656441718,0,vgg11
lsb_4bit,bias_value,canonical_attack_ber,0.00019171779141104295,0,vgg11
lsb_4bit,variance,canonical_attack_ber,0.0005751533742331289,0,vgg11
lsb_4bit,extraction,extraction_ber_after_neuperm,0.4999684563091205,1,vgg11
lsb_4bit,l1_norm,canonical_attack_ber,0.0007668711656441718,1,vgg11
lsb_4bit,l2_norm,canonical_attack_ber,0.0009585889570552147,1,vgg11
lsb_4bit,bias_value,canonical_attack_ber,0.00019171779141104295,1,vgg11
lsb_4bit,variance,canonical_attack_ber,0.0003834355828220859,1,vgg11
lsb_4bit,extraction,extraction_ber_after_neuperm,0.499885830053221,2,vgg11
lsb_4bit,l1_norm,canonical_attack_ber,0.0007668711656441718,2,vgg11
lsb_4bit,l2_norm,canonical_attack_ber,0.0005751533742331289,2,vgg11
lsb_4bit,bias_value,canonical_attack_ber,0.0,2,vgg11
lsb_4bit,variance,canonical_attack_ber,0.0003834355828220859,2,vgg11
lsb_8bit,extraction,extraction_ber_clean,0.0,-1,vgg11
lsb_8bit,l1_norm,tie_analytical_ber,0.0006710122699386503,-1,vgg11
lsb_8bit,l2_norm,tie_analytical_ber,0.0006710122699386503,-1,vgg11
lsb_8bit,bias_value,tie_analytical_ber,0.0,-1,vgg11
lsb_8bit,variance,tie_analytical_ber,0.0006710122699386503,-1,vgg11
lsb_8bit,extraction,extraction_ber_after_neuperm,0.499871226701699,0,vgg11
lsb_8bit,l1_norm,canonical_attack_ber,0.0007668711656441718,0,vgg11
lsb_8bit,l2_norm,canonical_attack_ber,0.0009585889570552147,0,vgg11
lsb_8bit,bias_value,canonical_attack_ber,0.0,0,vgg11
lsb_8bit,variance,canonical_attack_ber,0.0009585889570552147,0,vgg11
lsb_8bit,extraction,extraction_ber_after_neuperm,0.49988898366965584,1,vgg11
lsb_8bit,l1_norm,canonical_attack_ber,0.0007668711656441718,1,vgg11
lsb_8bit,l2_norm,canonical_attack_ber,0.00019171779141104295,1,vgg11
lsb_8bit,bias_value,canonical_attack_ber,0.0,1,vgg11
lsb_8bit,variance,canonical_attack_ber,0.0005751533742331289,1,vgg11
lsb_8bit,extraction,extraction_ber_after_neuperm,0.4997521475751595,2,vgg11
lsb_8bit,l1_norm,canonical_attack_ber,0.0009585889570552147,2,vgg11
lsb_8bit,l2_norm,canonical_attack_ber,0.0009585889570552147,2,vgg11
lsb_8bit,bias_value,canonical_attack_ber,0.0,2,vgg11
lsb_8bit,variance,canonical_attack_ber,0.0003834355828220859,2,vgg11
