site_idx,site_kind,site_key,n_units,metric_name,ber,repeat_idx,model_name,method
-1,analytical,all,-1,l1_norm,0.0010080645161290322,-1,vgg16,canonical_attack_analytical
-1,analytical,all,-1,l2_norm,0.0006720430107526882,-1,vgg16,canonical_attack_analytical
-1,analytical,all,-1,bias_value,0.0,-1,vgg16,canonical_attack_analytical
-1,analytical,all,-1,variance,0.00025201612903225806,-1,vgg16,canonical_attack_analytical
0,vgg_pair,features.0,64,l1_norm,0.0,0,vgg16,canonical_attack
1,vgg_pair,features.2,64,l1_norm,0.0,0,vgg16,canonical_attack
2,vgg_pair,features.5,128,l1_norm,0.0,0,vgg16,canonical_attack
3,vgg_pair,features.7,128,l1_norm,0.0,0,vgg16,canonical_attack
4,vgg_pair,features.10,256,l1_norm,0.0,0,vgg16,canonical_attack
5,vgg_pair,features.12,256,l1_norm,0.0,0,vgg16,canonical_attack
6,vgg_pair,features.14,256,l1_norm,0.0,0,vgg16,canonical_attack
7,vgg_pair,features.17,512,l1_norm,0.0,0,vgg16,canonical_attack
8,vgg_pair,features.19,512,l1_norm,0.0,0,vgg16,canonical_attack
9,vgg_pair,features.21,512,l1_norm,0.0,0,vgg16,canonical_attack
10,vgg_pair,features.24,512,l1_norm,0.0,0,vgg16,canonical_attack
11,vgg_pair,features.26,512,l1_norm,0.0,0,vgg16,canonical_attack
12,vgg_pair,classifier.0,4096,l1_norm,0.00146484375,0,vgg16,canonical_attack
13,vgg_pair,classifier.3,4096,l1_norm,0.0009765625,0,vgg16,canonical_attack
-1,aggregate,all,-1,l1_norm,0.0008400537634408602,0,vgg16,canonical_attack
0,vgg_pair,features.0,64,l2_norm,0.0,0,vgg16,canonical_attack
1,vgg_pair,features.2,64,l2_norm,0.0,0,vgg16,canonical_attack
2,vgg_pair,features.5,128,l2_norm,0.0,0,vgg16,canonical_attack
3,vgg_pair,features.7,128,l2_norm,0.0,0,vgg16,canonical_attack
4,vgg_pair,features.10,256,l2_norm,0.0,0,vgg16,canonical_attack
5,vgg_pair,features.12,256,l2_norm,0.0,0,vgg16,canonical_attack
6,vgg_pair,features.14,256,l2_norm,0.0,0,vgg16,canonical_attack
7,vgg_pair,features.17,512,l2_norm,0.0,0,vgg16,canonical_attack
8,vgg_pair,features.19,512,l2_norm,0.0,0,vgg16,canonical_attack
9,vgg_pair,features.21,512,l2_norm,0.0,0,vgg16,canonical_attack
10,vgg_pair,features.24,512,l2_norm,0.0,0,vgg16,canonical_attack
11,vgg_pair,features.26,512,l2_norm,0.0,0,vgg16,canonical_attack
12,vgg_pair,classifier.0,4096,l2_norm,0.00048828125,0,vgg16,canonical_attack
13,vgg_pair,classifier.3,4096,l2_norm,0.00048828125,0,vgg16,canonical_attack
-1,aggregate,all,-1,l2_norm,0.0003360215053763441,0,vgg16,canonical_attack
0,vgg_pair,features.0,64,bias_value,0.0,0,vgg16,canonical_attack
1,vgg_pair,features.2,64,bias_value,0.0,0,vgg16,canonical_attack
2,vgg_pair,features.5,128,bias_value,0.0,0,vgg16,canonical_attack
3,vgg_pair,features.7,128,bias_value,0.0,0,vgg16,canonical_attack
4,vgg_pair,features.10,256,bias_value,0.0,0,vgg16,canonical_attack
5,vgg_pair,features.12,256,bias_value,0.0,0,vgg16,canonical_attack
6,vgg_pair,features.14,256,bias_value,0.0,0,vgg16,canonical_attack
7,vgg_pair,features.17,512,bias_value,0.0,0,vgg16,canonical_attack
8,vgg_pair,features.19,512,bias_value,0.0,0,vgg16,canonical_attack
9,vgg_pair,features.21,512,bias_value,0.0,0,vgg16,canonical_attack
10,vgg_pair,features.24,512,bias_value,0.0,0,vgg16,canonical_attack
11,vgg_pair,features.26,512,bias_value,0.0,0,vgg16,canonical_attack
12,vgg_pair,classifier.0,4096,bias_value,0.0,0,vgg16,canonical_attack
13,vgg_pair,classifier.3,4096,bias_value,0.0,0,vgg16,canonical_attack
-1,aggregate,all,-1,bias_value,0.0,0,vgg16,canonical_attack
0,vgg_pair,features.0,64,variance,0.0,0,vgg16,canonical_attack
1,vgg_pair,features.2,64,variance,0.0,0,vgg16,canonical_attack
2,vgg_pair,features.5,128,variance,0.0,0,vgg16,canonical_attack
3,vgg_pair,features.7,128,variance,0.0,0,vgg16,canonical_attack
4,vgg_pair,features.10,256,variance,0.0,0,vgg16,canonical_attack
5,vgg_pair,features.12,256,variance,0.0,0,vgg16,canonical_attack
6,vgg_pair,features.14,256,variance,0.0,0,vgg16,canonical_attack
7,vgg_pair,features.17,512,variance,0.0,0,vgg16,canonical_attack
8,vgg_pair,features.19,512,variance,0.0,0,vgg16,canonical_attack
9,vgg_pair,features.21,512,variance,0.0,0,vgg16,canonical_attack
10,vgg_pair,features.24,512,variance,0.0,0,vgg16,canonical_attack
11,vgg_pair,features.26,512,variance,0.0,0,vgg16,canonical_attack
12,vgg_pair,classifier.0,4096,variance,0.0,0,vgg16,canonical_attack
13,vgg_pair,classifier.3,4096,variance,0.00048828125,0,vgg16,canonical_attack
-1,aggregate,all,-1,variance,0.00016801075268817206,0,vgg16,canonical_attack
0,vgg_pair,features.0,64,l1_norm,0.0,1,vgg16,canonical_attack
1,vgg_pair,features.2,64,l1_norm,0.0,1,vgg16,canonical_attack
2,vgg_pair,features.5,128,l1_norm,0.0,1,vgg16,canonical_attack
3,vgg_pair,features.7,128,l1_norm,0.0,1,vgg16,canonical_attack
4,vgg_pair,features.10,256,l1_norm,0.0,1,vgg16,canonical_attack
5,vgg_pair,features.12,256,l1_norm,0.0,1,vgg16,canonical_attack
6,vgg_pair,features.14,256,l1_norm,0.0,1,vgg16,canonical_attack
7,vgg_pair,features.17,512,l1_norm,0.0,1,vgg16,canonical_attack
8,vgg_pair,features.19,512,l1_norm,0.0,1,vgg16,canonical_attack
9,vgg_pair,features.21,512,l1_norm,0.0,1,vgg16,canonical_attack
10,vgg_pair,features.24,512,l1_norm,0.0,1,vgg16,canonical_attack
11,vgg_pair,features.26,512,l1_norm,0.0,1,vgg16,canonical_attack
12,vgg_pair,classifier.0,4096,l1_norm,0.00146484375,1,vgg16,canonical_attack
13,vgg_pair,classifier.3,4096,l1_norm,0.001953125,1,vgg16,canonical_attack
-1,aggregate,all,-1,l1_norm,0.0011760752688172043,1,vgg16,canonical_attack
0,vgg_pair,features.0,64,l2_norm,0.0,1,vgg16,canonical_attack
1,vgg_pair,features.2,64,l2_norm,0.0,1,vgg16,canonical_attack
2,vgg_pair,features.5,128,l2_norm,0.0,1,vgg16,canonical_attack
3,vgg_pair,features.7,128,l2_norm,0.0,1,vgg16,canonical_attack
4,vgg_pair,features.10,256,l2_norm,0.0,1,vgg16,canonical_attack
5,vgg_pair,features.12,256,l2_norm,0.0,1,vgg16,canonical_attack
6,vgg_pair,features.14,256,l2_norm,0.0,1,vgg16,canonical_attack
7,vgg_pair,features.17,512,l2_norm,0.0,1,vgg16,canonical_attack
8,vgg_pair,features.19,512,l2_norm,0.0,1,vgg16,canonical_attack
9,vgg_pair,features.21,512,l2_norm,0.0,1,vgg16,canonical_attack
10,vgg_pair,features.24,512,l2_norm,0.0,1,vgg16,canonical_attack
11,vgg_pair,features.26,512,l2_norm,0.0,1,vgg16,canonical_attack
12,vgg_pair,classifier.0,4096,l2_norm,0.0009765625,1,vgg16,canonical_attack
13,vgg_pair,classifier.3,4096,l2_norm,0.001953125,1,vgg16,canonical_attack
-1,aggregate,all,-1,l2_norm,0.0010080645161290322,1,vgg16,canonical_attack
0,vgg_pair,features.0,64,bias_value,0.0,1,vgg16,canonical_attack
1,vgg_pair,features.2,64,bias_value,0.0,1,vgg16,canonical_attack
2,vgg_pair,features.5,128,bias_value,0.0,1,vgg16,canonical_attack
3,vgg_pair,features.7,128,bias_value,0.0,1,vgg16,canonical_attack
4,vgg_pair,features.10,256,bias_value,0.0,1,vgg16,canonical_attack
5,vgg_pair,features.12,256,bias_value,0.0,1,vgg16,canonical_attack
6,vgg_pair,features.14,256,bias_value,0.0,1,vgg16,canonical_attack
7,vgg_pair,features.17,512,bias_value,0.0,1,vgg16,canonical_attack
8,vgg_pair,features.19,512,bias_value,0.0,1,vgg16,canonical_attack
9,vgg_pair,features.21,512,bias_value,0.0,1,vgg16,canonical_attack
10,vgg_pair,features.24,512,bias_value,0.0,1,vgg16,canonical_attack
11,vgg_pair,features.26,512,bias_value,0.0,1,vgg16,canonical_attack
12,vgg_pair,classifier.0,4096,bias_value,0.0,1,vgg16,canonical_attack
13,vgg_pair,classifier.3,4096,bias_value,0.0,1,vgg16,canonical_attack
-1,aggregate,all,-1,bias_value,0.0,1,vgg16,canonical_attack
0,vgg_pair,features.0,64,variance,0.0,1,vgg16,canonical_attack
1,vgg_pair,features.2,64,variance,0.0,1,vgg16,canonical_attack
2,vgg_pair,features.5,128,variance,0.0,1,vgg16,canonical_attack
3,vgg_pair,features.7,128,variance,0.0,1,vgg16,canonical_attack
4,vgg_pair,features.10,256,variance,0.0,1,vgg16,canonical_attack
5,vgg_pair,features.12,256,variance,0.0,1,vgg16,canonical_attack
6,vgg_pair,features.14,256,variance,0.0,1,vgg16,canonical_attack
7,vgg_pair,features.17,512,variance,0.0,1,vgg16,canonical_attack
8,vgg_pair,features.19,512,variance,0.0,1,vgg16,canonical_attack
9,vgg_pair,features.21,512,variance,0.0,1,vgg16,canonical_attack
10,vgg_pair,features.24,512,variance,0.0,1,vgg16,canonical_attack
11,vgg_pair,features.26,512,variance,0.0,1,vgg16,canonical_attack
12,vgg_pair,classifier.0,4096,variance,0.0,1,vgg16,canonical_attack
13,vgg_pair,classifier.3,4096,variance,0.0,1,vgg16,canonical_attack
-1,aggregate,all,-1,variance,0.0,1,vgg16,canonical_attack
0,vgg_pair,features.0,64,l1_norm,0.0,2,vgg16,canonical_attack
1,vgg_pair,features.2,64,l1_norm,0.0,2,vgg16,canonical_attack
2,vgg_pair,features.5,128,l1_norm,0.0,2,vgg16,canonical_attack
3,vgg_pair,features.7,128,l1_norm,0.0,2,vgg16,canonical_attack
4,vgg_pair,features.10,256,l1_norm,0.0,2,vgg16,canonical_attack
5,vgg_pair,features.12,256,l1_norm,0.0,2,vgg16,canonical_attack
6,vgg_pair,features.14,256,l1_norm,0.0,2,vgg16,canonical_attack
7,vgg_pair,features.17,512,l1_norm,0.0,2,vgg16,canonical_attack
8,vgg_pair,features.19,512,l1_norm,0.0,2,vgg16,canonical_attack
9,vgg_pair,features.21,512,l1_norm,0.0,2,vgg16,canonical_attack
10,vgg_pair,features.24,512,l1_norm,0.0,2,vgg16,canonical_attack
11,vgg_pair,features.26,512,l1_norm,0.0,2,vgg16,canonical_attack
12,vgg_pair,classifier.0,4096,l1_norm,0.00146484375,2,vgg16,canonical_attack
13,vgg_pair,classifier.3,4096,l1_norm,0.0009765625,2,vgg16,canonical_attack
-1,aggregate,all,-1,l1_norm,0.0008400537634408602,2,vgg16,canonical_attack
0,vgg_pair,features.0,64,l2_norm,0.0,2,vgg16,canonical_attack
1,vgg_pair,features.2,64,l2_norm,0.0,2,vgg16,canonical_attack
2,vgg_pair,features.5,128,l2_norm,0.0,2,vgg16,canonical_attack
3,vgg_pair,features.7,128,l2_norm,0.0,2,vgg16,canonical_attack
4,vgg_pair,features.10,256,l2_norm,0.0,2,vgg16,canonical_attack
5,vgg_pair,features.12,256,l2_norm,0.0,2,vgg16,canonical_attack
6,vgg_pair,features.14,256,l2_norm,0.0,2,vgg16,canonical_attack
7,vgg_pair,features.17,512,l2_norm,0.0,2,vgg16,canonical_attack
8,vgg_pair,features.19,512,l2_norm,0.0,2,vgg16,canonical_attack
9,vgg_pair,features.21,512,l2_norm,0.0,2,vgg16,canonical_attack
10,vgg_pair,features.24,512,l2_norm,0.0,2,vgg16,canonical_attack
11,vgg_pair,features.26,512,l2_norm,0.0,2,vgg16,canonical_attack
12,vgg_pair,classifier.0,4096,l2_norm,0.00048828125,2,vgg16,canonical_attack
13,vgg_pair,classifier.3,4096,l2_norm,0.00146484375,2,vgg16,canonical_attack
-1,aggregate,all,-1,l2_norm,0.0006720430107526882,2,vgg16,canonical_attack
0,vgg_pair,features.0,64,bias_value,0.0,2,vgg16,canonical_attack
1,vgg_pair,features.2,64,bias_value,0.0,2,vgg16,canonical_attack
2,vgg_pair,features.5,128,bias_value,0.0,2,vgg16,canonical_attack
3,vgg_pair,features.7,128,bias_value,0.0,2,vgg16,canonical_attack
4,vgg_pair,features.10,256,bias_value,0.0,2,vgg16,canonical_attack
5,vgg_pair,features.12,256,bias_value,0.0,2,vgg16,canonical_attack
6,vgg_pair,features.14,256,bias_value,0.0,2,vgg16,canonical_attack
7,vgg_pair,features.17,512,bias_value,0.0,2,vgg16,canonical_attack
8,vgg_pair,features.19,512,bias_value,0.0,2,vgg16,canonical_attack
9,vgg_pair,features.21,512,bias_value,0.0,2,vgg16,canonical_attack
10,vgg_pair,features.24,512,bias_value,0.0,2,vgg16,canonical_attack
11,vgg_pair,features.26,512,bias_value,0.0,2,vgg16,canonical_attack
12,vgg_pair,classifier.0,4096,bias_value,0.0,2,vgg16,canonical_attack
13,vgg_pair,classifier.3,4096,bias_value,0.0,2,vgg16,canonical_attack
-1,aggregate,all,-1,bias_value,0.0,2,vgg16,canonical_attack
0,vgg_pair,features.0,64,variance,0.0,2,vgg16,canonical_attack
1,vgg_pair,features.2,64,variance,0.0,2,vgg16,canonical_attack
2,vgg_pair,features.5,128,variance,0.0,2,vgg16,canonical_attack
3,vgg_pair,features.7,128,variance,0.0,2,vgg16,canonical_attack
4,vgg_pair,features.10,256,variance,0.0,2,vgg16,canonical_attack
5,vgg_pair,features.12,256,variance,0.0,2,vgg16,canonical_attack
6,vgg_pair,features.14,256,variance,0.0,2,vgg16,canonical_attack
7,vgg_pair,features.17,512,variance,0.0,2,vgg16,canonical_attack
8,vgg_pair,features.19,512,variance,0.0,2,vgg16,canonical_attack
9,vgg_pair,features.21,512,variance,0.0,2,vgg16,canonical_attack
10,vgg_pair,features.24,512,variance,0.0,2,vgg16,canonical_attack
11,vgg_pair,features.26,512,variance,0.0,2,vgg16,canonical_attack
12,vgg_pair,classifier.0,4096,variance,0.00048828125,2,vgg16,canonical_attack
13,vgg_pair,classifier.3,4096,variance,0.0009765625,2,vgg16,canonical_attack
-1,aggregate,all,-1,variance,0.0005040322580645161,2,vgg16,canonical_attack
