scheme,metric_name,analysis,value,repeat_idx,model_name
lsb_8bit,extraction,extraction_ber_after_neuperm,0.4998897024364642,1,vgg16
lsb_8bit,l1_norm,canonical_attack_ber,0.0008400537634408602,1,vgg16
lsb_8bit,l2_norm,canonical_attack_ber,0.0005040322580645161,1,vgg16
lsb_8bit,bias_value,canonical_attack_ber,0.0,1,vgg16
lsb_8bit,variance,canonical_attack_ber,0.0005040322580645161,1,vgg16
lsb_8bit,extraction,extraction_ber_after_neuperm,0.49991264661361723,2,vgg16
lsb_8bit,l1_norm,canonical_attack_ber,0.0006720430107526882,2,vgg16
lsb_8bit,l2_norm,canonical_attack_ber,0.0005040322580645161,2,vgg16
lsb_8bit,bias_value,canonical_attack_ber,0.00016801075268817206,2,vgg16
lsb_8bit,variance,canonical_attack_ber,0.0005040322580645161,2,vgg16
