model_name,method,scheme,n_lsb_bits,ber,time,repeat_idx
vgg16,clean_extraction,lsb_1bit,1,0.0,0.0,-1
vgg16,ptq_8bit_pertensor,lsb_1bit,1,0.5000259689489718,0.43965625762939453,0
vgg16,ptq_8bit_perchannel,lsb_1bit,1,0.49997809299072266,0.37836694717407227,0
vgg16,ptq_4bit_pertensor,lsb_1bit,1,0.5000184521922418,0.4312589168548584,0
vgg16,ptq_4bit_perchannel,lsb_1bit,1,0.500032582249364,0.3582465648651123,0
vgg16,neuperm,lsb_1bit,1,0.4998698300108594,0.09435272216796875,0
vgg16,neuperm,lsb_1bit,1,0.4997129321694233,0.08968615531921387,1
vgg16,neuperm,lsb_1bit,1,0.4999976871517754,0.08082294464111328,2
vgg16,neuperm,lsb_1bit,1,0.4999414126634107,0.08982467651367188,3
vgg16,neuperm,lsb_1bit,1,0.49990872922693685,0.08823418617248535,4
vgg16,clean_extraction,lsb_2bit,2,0.0,0.0,-1
vgg16,ptq_8bit_pertensor,lsb_2bit,2,0.5000371898766864,0.37734317779541016,0
vgg16,ptq_8bit_perchannel,lsb_2bit,2,0.49999009811853845,0.37242746353149414,0
vgg16,ptq_4bit_pertensor,lsb_2bit,2,0.499959550452847,0.3622004985809326,0
vgg16,ptq_4bit_perchannel,lsb_2bit,2,0.4999655927688338,0.4127199649810791,0
vgg16,neuperm,lsb_2bit,2,0.4999018629587701,0.2587778568267822,0
vgg16,neuperm,lsb_2bit,2,0.4998252209507275,0.11741900444030762,1
vgg16,neuperm,lsb_2bit,2,0.49966583679744997,0.08239507675170898,2
vgg16,neuperm,lsb_2bit,2,0.4999708508847194,0.08647513389587402,3
vgg16,neuperm,lsb_2bit,2,0.5000007878139265,0.0893869400024414,4
vgg16,clean_extraction,lsb_4bit,4,0.0,0.0,-1
vgg16,ptq_8bit_pertensor,lsb_4bit,4,0.49999363243973166,0.4240281581878662,0
vgg16,ptq_8bit_perchannel,lsb_4bit,4,0.4999432882387678,0.40337538719177246,0
vgg16,ptq_4bit_pertensor,lsb_4bit,4,0.49997865132673935,0.4341857433319092,0
vgg16,ptq_4bit_perchannel,lsb_4bit,4,0.49990663140132063,0.386995792388916,0
vgg16,neuperm,lsb_4bit,4,0.4998710081179238,0.08428668975830078,0
vgg16,neuperm,lsb_4bit,4,0.4999224726047464,0.09076833724975586,1
vgg16,neuperm,lsb_4bit,4,0.49995818442686435,0.08951473236083984,2
vgg16,neuperm,lsb_4bit,4,0.4998790741761071,0.0938260555267334,3
vgg16,neuperm,lsb_4bit,4,0.500020595190675,0.09712958335876465,4
vgg16,clean_extraction,lsb_8bit,8,0.0,0.0,-1
vgg16,ptq_8bit_pertensor,lsb_8bit,8,0.5000177050338506,0.38257408142089844,0
vgg16,ptq_8bit_perchannel,lsb_8bit,8,0.4999398189664309,0.4347672462463379,0
vgg16,ptq_4bit_pertensor,lsb_8bit,8,0.4999802305684177,0.3904109001159668,0
vgg16,ptq_4bit_perchannel,lsb_8bit,8,0.4999533247352237,0.38222193717956543,0
vgg16,neuperm,lsb_8bit,8,0.4998860181415189,0.11669421195983887,0
vgg16,neuperm,lsb_8bit,8,0.4999154328729628,0.10943460464477539,1
vgg16,neuperm,lsb_8bit,8,0.49984284919078936,0.10183858871459961,2
vgg16,neuperm,lsb_8bit,8,0.4998127044666245,0.08646178245544434,3
vgg16,neuperm,lsb_8bit,8,0.49979206952387073,0.0961296558380127,4
