site_idx,site_kind,site_keys,n_neurons,metric_name,n_exact_ties,uniqueness_prob_exact,n_tie_groups,equivalent_orderings,n_approx_ties_1e-07,uniqueness_prob_1e-07,n_approx_ties_1e-05,uniqueness_prob_1e-05,n_approx_ties_0.001,uniqueness_prob_0.001,model_name
13,conv_bn_conv,"['layer2.3.conv2.weight', 'layer2.3.bn2.weight']",128,bias_value,0,1.0,0,1.0,14,0.890625,14,0.890625,32,0.75,resnet101
14,conv_bn_conv,"['layer3.0.conv1.weight', 'layer3.0.bn1.weight']",256,bias_value,0,1.0,0,1.0,28,0.890625,28,0.890625,60,0.765625,resnet101
15,conv_bn_conv,"['layer3.0.conv2.weight', 'layer3.0.bn2.weight']",256,bias_value,0,1.0,0,1.0,41,0.83984375,41,0.83984375,119,0.53515625,resnet101
16,conv_bn_conv,"['layer3.1.conv1.weight', 'layer3.1.bn1.weight']",256,bias_value,0,1.0,0,1.0,8,0.96875,8,0.96875,70,0.7265625,resnet101
17,conv_bn_conv,"['layer3.1.conv2.weight', 'layer3.1.bn2.weight']",256,bias_value,0,1.0,0,1.0,27,0.89453125,27,0.89453125,103,0.59765625,resnet101
18,conv_bn_conv,"['layer3.2.conv1.weight', 'layer3.2.bn1.weight']",256,bias_value,0,1.0,0,1.0,27,0.89453125,27,0.89453125,93,0.63671875,resnet101
19,conv_bn_conv,"['layer3.2.conv2.weight', 'layer3.2.bn2.weight']",256,bias_value,0,1.0,0,1.0,22,0.9140625,22,0.9140625,80,0.6875,resnet101
20,conv_bn_conv,"['layer3.3.conv1.weight', 'layer3.3.bn1.weight']",256,bias_value,0,1.0,0,1.0,35,0.86328125,35,0.86328125,119,0.53515625,resnet101
21,conv_bn_conv,"['layer3.3.conv2.weight', 'layer3.3.bn2.weight']",256,bias_value,0,1.0,0,1.0,22,0.9140625,22,0.9140625,84,0.671875,resnet101
22,conv_bn_conv,"['layer3.4.conv1.weight', 'layer3.4.bn1.weight']",256,bias_value,0,1.0,0,1.0,36,0.859375,36,0.859375,100,0.609375,resnet101
23,conv_bn_conv,"['layer3.4.conv2.weight', 'layer3.4.bn2.weight']",256,bias_value,0,1.0,0,1.0,47,0.81640625,47,0.81640625,120,0.53125,resnet101
24,conv_bn_conv,"['layer3.5.conv1.weight', 'layer3.5.bn1.weight']",256,bias_value,0,1.0,0,1.0,32,0.875,32,0.875,98,0.6171875,resnet101
25,conv_bn_conv,"['layer3.5.conv2.weight', 'layer3.5.bn2.weight']",256,bias_value,0,1.0,0,1.0,42,0.8359375,42,0.8359375,115,0.55078125,resnet101
26,conv_bn_conv,"['layer3.6.conv1.weight', 'layer3.6.bn1.weight']",256,bias_value,0,1.0,0,1.0,44,0.828125,44,0.828125,117,0.54296875,resnet101
27,conv_bn_conv,"['layer3.6.conv2.weight', 'layer3.6.bn2.weight']",256,bias_value,0,1.0,0,1.0,28,0.890625,28,0.890625,128,0.5,resnet101
28,conv_bn_conv,"['layer3.7.conv1.weight', 'layer3.7.bn1.weight']",256,bias_value,0,1.0,0,1.0,20,0.921875,20,0.921875,92,0.640625,resnet101
29,conv_bn_conv,"['layer3.7.conv2.weight', 'layer3.7.bn2.weight']",256,bias_value,0,1.0,0,1.0,35,0.86328125,35,0.86328125,121,0.52734375,resnet101
30,conv_bn_conv,"['layer3.8.conv1.weight', 'layer3.8.bn1.weight']",256,bias_value,0,1.0,0,1.0,30,0.8828125,30,0.8828125,103,0.59765625,resnet101
31,conv_bn_conv,"['layer3.8.conv2.weight', 'layer3.8.bn2.weight']",256,bias_value,0,1.0,0,1.0,29,0.88671875,29,0.88671875,91,0.64453125,resnet101
32,conv_bn_conv,"['layer3.9.conv1.weight', 'layer3.9.bn1.weight']",256,bias_value,0,1.0,0,1.0,23,0.91015625,23,0.91015625,104,0.59375,resnet101
33,conv_bn_conv,"['layer3.9.conv2.weight', 'layer3.9.bn2.weight']",256,bias_value,0,1.0,0,1.0,41,0.83984375,41,0.83984375,114,0.5546875,resnet101
34,conv_bn_conv,"['layer3.10.conv1.weight', 'layer3.10.bn1.weight']",256,bias_value,0,1.0,0,1.0,31,0.87890625,31,0.87890625,114,0.5546875,resnet101
35,conv_bn_conv,"['layer3.10.conv2.weight', 'layer3.10.bn2.weight']",256,bias_value,0,1.0,0,1.0,20,0.921875,20,0.921875,84,0.671875,resnet101
36,conv_bn_conv,"['layer3.11.conv1.weight', 'layer3.11.bn1.weight']",256,bias_value,0,1.0,0,1.0,25,0.90234375,25,0.90234375,94,0.6328125,resnet101
37,conv_bn_conv,"['layer3.11.conv2.weight', 'layer3.11.bn2.weight']",256,bias_value,0,1.0,0,1.0,28,0.890625,28,0.890625,107,0.58203125,resnet101
38,conv_bn_conv,"['layer3.12.conv1.weight', 'layer3.12.bn1.weight']",256,bias_value,0,1.0,0,1.0,24,0.90625,24,0.90625,111,0.56640625,resnet101
39,conv_bn_conv,"['layer3.12.conv2.weight', 'layer3.12.bn2.weight']",256,bias_value,0,1.0,0,1.0,30,0.8828125,30,0.8828125,114,0.5546875,resnet101
40,conv_bn_conv,"['layer3.13.conv1.weight', 'layer3.13.bn1.weight']",256,bias_value,0,1.0,0,1.0,40,0.84375,40,0.84375,117,0.54296875,resnet101
41,conv_bn_conv,"['layer3.13.conv2.weight', 'layer3.13.bn2.weight']",256,bias_value,0,1.0,0,1.0,15,0.94140625,15,0.94140625,101,0.60546875,resnet101
42,conv_bn_conv,"['layer3.14.conv1.weight', 'layer3.14.bn1.weight']",256,bias_value,0,1.0,0,1.0,26,0.8984375,26,0.8984375,89,0.65234375,resnet101
43,conv_bn_conv,"['layer3.14.conv2.weight', 'layer3.14.bn2.weight']",256,bias_value,0,1.0,0,1.0,28,0.890625,28,0.890625,129,0.49609375,resnet101
44,conv_bn_conv,"['layer3.15.conv1.weight', 'layer3.15.bn1.weight']",256,bias_value,0,1.0,0,1.0,42,0.8359375,42,0.8359375,140,0.453125,resnet101
45,conv_bn_conv,"['layer3.15.conv2.weight', 'layer3.15.bn2.weight']",256,bias_value,0,1.0,0,1.0,35,0.86328125,35,0.86328125,112,0.5625,resnet101
46,conv_bn_conv,"['layer3.16.conv1.weight', 'layer3.16.bn1.weight']",256,bias_value,0,1.0,0,1.0,18,0.9296875,18,0.9296875,104,0.59375,resnet101
47,conv_bn_conv,"['layer3.16.conv2.weight', 'layer3.16.bn2.weight']",256,bias_value,0,1.0,0,1.0,26,0.8984375,26,0.8984375,109,0.57421875,resnet101
48,conv_bn_conv,"['layer3.17.conv1.weight', 'layer3.17.bn1.weight']",256,bias_value,0,1.0,0,1.0,15,0.94140625,15,0.94140625,79,0.69140625,resnet101
49,conv_bn_conv,"['layer3.17.conv2.weight', 'layer3.17.bn2.weight']",256,bias_value,0,1.0,0,1.0,40,0.84375,40,0.84375,121,0.52734375,resnet101
50,conv_bn_conv,"['layer3.18.conv1.weight', 'layer3.18.bn1.weight']",256,bias_value,0,1.0,0,1.0,29,0.88671875,29,0.88671875,121,0.52734375,resnet101
51,conv_bn_conv,"['layer3.18.conv2.weight', 'layer3.18.bn2.weight']",256,bias_value,0,1.0,0,1.0,18,0.9296875,18,0.9296875,105,0.58984375,resnet101
52,conv_bn_conv,"['layer3.19.conv1.weight', 'layer3.19.bn1.weight']",256,bias_value,0,1.0,0,1.0,30,0.8828125,30,0.8828125,105,0.58984375,resnet101
53,conv_bn_conv,"['layer3.19.conv2.weight', 'layer3.19.bn2.weight']",256,bias_value,0,1.0,0,1.0,30,0.8828125,30,0.8828125,109,0.57421875,resnet101
54,conv_bn_conv,"['layer3.20.conv1.weight', 'layer3.20.bn1.weight']",256,bias_value,0,1.0,0,1.0,29,0.88671875,29,0.88671875,112,0.5625,resnet101
55,conv_bn_conv,"['layer3.20.conv2.weight', 'layer3.20.bn2.weight']",256,bias_value,0,1.0,0,1.0,26,0.8984375,26,0.8984375,99,0.61328125,resnet101
56,conv_bn_conv,"['layer3.21.conv1.weight', 'layer3.21.bn1.weight']",256,bias_value,0,1.0,0,1.0,18,0.9296875,18,0.9296875,95,0.62890625,resnet101
57,conv_bn_conv,"['layer3.21.conv2.weight', 'layer3.21.bn2.weight']",256,bias_value,0,1.0,0,1.0,24,0.90625,24,0.90625,115,0.55078125,resnet101
58,conv_bn_conv,"['layer3.22.conv1.weight', 'layer3.22.bn1.weight']",256,bias_value,0,1.0,0,1.0,36,0.859375,36,0.859375,112,0.5625,resnet101
59,conv_bn_conv,"['layer3.22.conv2.weight', 'layer3.22.bn2.weight']",256,bias_value,0,1.0,0,1.0,21,0.91796875,21,0.91796875,92,0.640625,resnet101
60,conv_bn_conv,"['layer4.0.conv1.weight', 'layer4.0.bn1.weight']",512,bias_value,0,1.0,0,1.0,186,0.63671875,186,0.63671875,367,0.283203125,resnet101
61,conv_bn_conv,"['layer4.0.conv2.weight', 'layer4.0.bn2.weight']",512,bias_value,0,1.0,0,1.0,138,0.73046875,138,0.73046875,339,0.337890625,resnet101
62,conv_bn_conv,"['layer4.1.conv1.weight', 'layer4.1.bn1.weight']",512,bias_value,0,1.0,0,1.0,109,0.787109375,109,0.787109375,313,0.388671875,resnet101
63,conv_bn_conv,"['layer4.1.conv2.weight', 'layer4.1.bn2.weight']",512,bias_value,0,1.0,0,1.0,149,0.708984375,149,0.708984375,346,0.32421875,resnet101
64,conv_bn_conv,"['layer4.2.conv1.weight', 'layer4.2.bn1.weight']",512,bias_value,0,1.0,0,1.0,51,0.900390625,51,0.900390625,187,0.634765625,resnet101
65,conv_bn_conv,"['layer4.2.conv2.weight', 'layer4.2.bn2.weight']",512,bias_value,0,1.0,0,1.0,91,0.822265625,91,0.822265625,261,0.490234375,resnet101
0,conv_bn_conv,"['layer1.0.conv1.weight', 'layer1.0.bn1.weight']",64,variance,0,1.0,0,1.0,4,0.9375,4,0.9375,62,0.03125,resnet101
1,conv_bn_conv,"['layer1.0.conv2.weight', 'layer1.0.bn2.weight']",64,variance,0,1.0,0,1.0,0,1.0,6,0.90625,63,0.015625,resnet101
2,conv_bn_conv,"['layer1.1.conv1.weight', 'layer1.1.bn1.weight']",64,variance,0,1.0,0,1.0,0,1.0,10,0.84375,64,0.0,resnet101
3,conv_bn_conv,"['layer1.1.conv2.weight', 'layer1.1.bn2.weight']",64,variance,0,1.0,0,1.0,2,0.96875,10,0.84375,61,0.046875,resnet101
4,conv_bn_conv,"['layer1.2.conv1.weight', 'layer1.2.bn1.weight']",64,variance,0,1.0,0,1.0,4,0.9375,20,0.6875,64,0.0,resnet101
5,conv_bn_conv,"['layer1.2.conv2.weight', 'layer1.2.bn2.weight']",64,variance,0,1.0,0,1.0,2,0.96875,8,0.875,64,0.0,resnet101
6,conv_bn_conv,"['layer2.0.conv1.weight', 'layer2.0.bn1.weight']",128,variance,0,1.0,0,1.0,10,0.921875,36,0.71875,128,0.0,resnet101
7,conv_bn_conv,"['layer2.0.conv2.weight', 'layer2.0.bn2.weight']",128,variance,0,1.0,0,1.0,10,0.921875,82,0.359375,128,0.0,resnet101
8,conv_bn_conv,"['layer2.1.conv1.weight', 'layer2.1.bn1.weight']",128,variance,0,1.0,0,1.0,2,0.984375,92,0.28125,128,0.0,resnet101
9,conv_bn_conv,"['layer2.1.conv2.weight', 'layer2.1.bn2.weight']",128,variance,0,1.0,0,1.0,2,0.984375,74,0.421875,128,0.0,resnet101
10,conv_bn_conv,"['layer2.2.conv1.weight', 'layer2.2.bn1.weight']",128,variance,0,1.0,0,1.0,4,0.96875,73,0.4296875,128,0.0,resnet101
11,conv_bn_conv,"['layer2.2.conv2.weight', 'layer2.2.bn2.weight']",128,variance,0,1.0,0,1.0,6,0.953125,85,0.3359375,128,0.0,resnet101
12,conv_bn_conv,"['layer2.3.conv1.weight', 'layer2.3.bn1.weight']",128,variance,0,1.0,0,1.0,8,0.9375,91,0.2890625,128,0.0,resnet101
13,conv_bn_conv,"['layer2.3.conv2.weight', 'layer2.3.bn2.weight']",128,variance,0,1.0,0,1.0,6,0.953125,99,0.2265625,128,0.0,resnet101
14,conv_bn_conv,"['layer3.0.conv1.weight', 'layer3.0.bn1.weight']",256,variance,0,1.0,0,1.0,33,0.87109375,205,0.19921875,256,0.0,resnet101
15,conv_bn_conv,"['layer3.0.conv2.weight', 'layer3.0.bn2.weight']",256,variance,0,1.0,0,1.0,19,0.92578125,249,0.02734375,256,0.0,resnet101
16,conv_bn_conv,"['layer3.1.conv1.weight', 'layer3.1.bn1.weight']",256,variance,0,1.0,0,1.0,26,0.8984375,243,0.05078125,256,0.0,resnet101
17,conv_bn_conv,"['layer3.1.conv2.weight', 'layer3.1.bn2.weight']",256,variance,0,1.0,0,1.0,16,0.9375,242,0.0546875,256,0.0,resnet101
18,conv_bn_conv,"['layer3.2.conv1.weight', 'layer3.2.bn1.weight']",256,variance,0,1.0,0,1.0,12,0.953125,240,0.0625,256,0.0,resnet101
19,conv_bn_conv,"['layer3.2.conv2.weight', 'layer3.2.bn2.weight']",256,variance,0,1.0,0,1.0,26,0.8984375,241,0.05859375,256,0.0,resnet101
20,conv_bn_conv,"['layer3.3.conv1.weight', 'layer3.3.bn1.weight']",256,variance,0,1.0,0,1.0,17,0.93359375,245,0.04296875,256,0.0,resnet101
21,conv_bn_conv,"['layer3.3.conv2.weight', 'layer3.3.bn2.weight']",256,variance,0,1.0,0,1.0,29,0.88671875,238,0.0703125,256,0.0,resnet101
22,conv_bn_conv,"['layer3.4.conv1.weight', 'layer3.4.bn1.weight']",256,variance,0,1.0,0,1.0,25,0.90234375,245,0.04296875,256,0.0,resnet101
23,conv_bn_conv,"['layer3.4.conv2.weight', 'layer3.4.bn2.weight']",256,variance,0,1.0,0,1.0,23,0.91015625,244,0.046875,256,0.0,resnet101
24,conv_bn_conv,"['layer3.5.conv1.weight', 'layer3.5.bn1.weight']",256,variance,0,1.0,0,1.0,27,0.89453125,246,0.0390625,256,0.0,resnet101
25,conv_bn_conv,"['layer3.5.conv2.weight', 'layer3.5.bn2.weight']",256,variance,0,1.0,0,1.0,24,0.90625,247,0.03515625,256,0.0,resnet101
26,conv_bn_conv,"['layer3.6.conv1.weight', 'layer3.6.bn1.weight']",256,variance,0,1.0,0,1.0,32,0.875,242,0.0546875,256,0.0,resnet101
27,conv_bn_conv,"['layer3.6.conv2.weight', 'layer3.6.bn2.weight']",256,variance,0,1.0,0,1.0,15,0.94140625,244,0.046875,256,0.0,resnet101
28,conv_bn_conv,"['layer3.7.conv1.weight', 'layer3.7.bn1.weight']",256,variance,0,1.0,0,1.0,34,0.8671875,249,0.02734375,256,0.0,resnet101
29,conv_bn_conv,"['layer3.7.conv2.weight', 'layer3.7.bn2.weight']",256,variance,0,1.0,0,1.0,39,0.84765625,245,0.04296875,256,0.0,resnet101
30,conv_bn_conv,"['layer3.8.conv1.weight', 'layer3.8.bn1.weight']",256,variance,0,1.0,0,1.0,28,0.890625,242,0.0546875,256,0.0,resnet101
31,conv_bn_conv,"['layer3.8.conv2.weight', 'layer3.8.bn2.weight']",256,variance,0,1.0,0,1.0,27,0.89453125,248,0.03125,256,0.0,resnet101
32,conv_bn_conv,"['layer3.9.conv1.weight', 'layer3.9.bn1.weight']",256,variance,0,1.0,0,1.0,25,0.90234375,244,0.046875,256,0.0,resnet101
33,conv_bn_conv,"['layer3.9.conv2.weight', 'layer3.9.bn2.weight']",256,variance,0,1.0,0,1.0,19,0.92578125,247,0.03515625,256,0.0,resnet101
34,conv_bn_conv,"['layer3.10.conv1.weight', 'layer3.10.bn1.weight']",256,variance,0,1.0,0,1.0,27,0.89453125,245,0.04296875,256,0.0,resnet101
35,conv_bn_conv,"['layer3.10.conv2.weight', 'layer3.10.bn2.weight']",256,variance,0,1.0,0,1.0,17,0.93359375,247,0.03515625,256,0.0,resnet101
36,conv_bn_conv,"['layer3.11.conv1.weight', 'layer3.11.bn1.weight']",256,variance,0,1.0,0,1.0,36,0.859375,245,0.04296875,256,0.0,resnet101
37,conv_bn_conv,"['layer3.11.conv2.weight', 'layer3.11.bn2.weight']",256,variance,0,1.0,0,1.0,31,0.87890625,241,0.05859375,256,0.0,resnet101
38,conv_bn_conv,"['layer3.12.conv1.weight', 'layer3.12.bn1.weight']",256,variance,0,1.0,0,1.0,28,0.890625,245,0.04296875,256,0.0,resnet101
39,conv_bn_conv,"['layer3.12.conv2.weight', 'layer3.12.bn2.weight']",256,variance,0,1.0,0,1.0,45,0.82421875,247,0.03515625,256,0.0,resnet101
40,conv_bn_conv,"['layer3.13.conv1.weight', 'layer3.13.bn1.weight']",256,variance,0,1.0,0,1.0,53,0.79296875,248,0.03125,256,0.0,resnet101
41,conv_bn_conv,"['layer3.13.conv2.weight', 'layer3.13.bn2.weight']",256,variance,0,1.0,0,1.0,33,0.87109375,243,0.05078125,256,0.0,resnet101
42,conv_bn_conv,"['layer3.14.conv1.weight', 'layer3.14.bn1.weight']",256,variance,0,1.0,0,1.0,54,0.7890625,245,0.04296875,256,0.0,resnet101
43,conv_bn_conv,"['layer3.14.conv2.weight', 'layer3.14.bn2.weight']",256,variance,0,1.0,0,1.0,45,0.82421875,246,0.0390625,256,0.0,resnet101
44,conv_bn_conv,"['layer3.15.conv1.weight', 'layer3.15.bn1.weight']",256,variance,0,1.0,0,1.0,42,0.8359375,253,0.01171875,256,0.0,resnet101
45,conv_bn_conv,"['layer3.15.conv2.weight', 'layer3.15.bn2.weight']",256,variance,0,1.0,0,1.0,54,0.7890625,247,0.03515625,256,0.0,resnet101
46,conv_bn_conv,"['layer3.16.conv1.weight', 'layer3.16.bn1.weight']",256,variance,0,1.0,0,1.0,46,0.8203125,245,0.04296875,256,0.0,resnet101
47,conv_bn_conv,"['layer3.16.conv2.weight', 'layer3.16.bn2.weight']",256,variance,0,1.0,0,1.0,41,0.83984375,245,0.04296875,256,0.0,resnet101
48,conv_bn_conv,"['layer3.17.conv1.weight', 'layer3.17.bn1.weight']",256,variance,0,1.0,0,1.0,36,0.859375,250,0.0234375,256,0.0,resnet101
49,conv_bn_conv,"['layer3.17.conv2.weight', 'layer3.17.bn2.weight']",256,variance,0,1.0,0,1.0,47,0.81640625,246,0.0390625,256,0.0,resnet101
50,conv_bn_conv,"['layer3.18.conv1.weight', 'layer3.18.bn1.weight']",256,variance,0,1.0,0,1.0,64,0.75,247,0.03515625,255,0.00390625,resnet101
51,conv_bn_conv,"['layer3.18.conv2.weight', 'layer3.18.bn2.weight']",256,variance,0,1.0,0,1.0,54,0.7890625,243,0.05078125,256,0.0,resnet101
52,conv_bn_conv,"['layer3.19.conv1.weight', 'layer3.19.bn1.weight']",256,variance,0,1.0,0,1.0,58,0.7734375,244,0.046875,256,0.0,resnet101
53,conv_bn_conv,"['layer3.19.conv2.weight', 'layer3.19.bn2.weight']",256,variance,0,1.0,0,1.0,53,0.79296875,246,0.0390625,256,0.0,resnet101
54,conv_bn_conv,"['layer3.20.conv1.weight', 'layer3.20.bn1.weight']",256,variance,0,1.0,0,1.0,56,0.78125,242,0.0546875,256,0.0,resnet101
55,conv_bn_conv,"['layer3.20.conv2.weight', 'layer3.20.bn2.weight']",256,variance,0,1.0,0,1.0,44,0.828125,247,0.03515625,256,0.0,resnet101
56,conv_bn_conv,"['layer3.21.conv1.weight', 'layer3.21.bn1.weight']",256,variance,0,1.0,0,1.0,18,0.9296875,239,0.06640625,256,0.0,resnet101
57,conv_bn_conv,"['layer3.21.conv2.weight', 'layer3.21.bn2.weight']",256,variance,0,1.0,0,1.0,30,0.8828125,246,0.0390625,256,0.0,resnet101
58,conv_bn_conv,"['layer3.22.conv1.weight', 'layer3.22.bn1.weight']",256,variance,0,1.0,0,1.0,45,0.82421875,248,0.03125,256,0.0,resnet101
59,conv_bn_conv,"['layer3.22.conv2.weight', 'layer3.22.bn2.weight']",256,variance,0,1.0,0,1.0,26,0.8984375,247,0.03515625,256,0.0,resnet101
60,conv_bn_conv,"['layer4.0.conv1.weight', 'layer4.0.bn1.weight']",512,variance,0,1.0,0,1.0,245,0.521484375,506,0.01171875,512,0.0,resnet101
61,conv_bn_conv,"['layer4.0.conv2.weight', 'layer4.0.bn2.weight']",512,variance,0,1.0,0,1.0,228,0.5546875,509,0.005859375,512,0.0,resnet101
62,conv_bn_conv,"['layer4.1.conv1.weight', 'layer4.1.bn1.weight']",512,variance,0,1.0,0,1.0,238,0.53515625,506,0.01171875,512,0.0,resnet101
63,conv_bn_conv,"['layer4.1.conv2.weight', 'layer4.1.bn2.weight']",512,variance,0,1.0,0,1.0,175,0.658203125,508,0.0078125,512,0.0,resnet101
64,conv_bn_conv,"['layer4.2.conv1.weight', 'layer4.2.bn1.weight']",512,variance,0,1.0,0,1.0,132,0.7421875,501,0.021484375,512,0.0,resnet101
65,conv_bn_conv,"['layer4.2.conv2.weight', 'layer4.2.bn2.weight']",512,variance,0,1.0,0,1.0,281,0.451171875,506,0.01171875,511,0.001953125,resnet101
