site_idx,site_key,n_neurons,birthday_bound_fp32,birthday_bound_fp16,recovery_prob,n_tie_groups,model_name
0,layer1.0.conv1,64,0.9998798441038291,0.36983086210720606,1.0,0,resnet50
1,layer1.0.conv2,64,0.9998798441038291,0.36983086210720606,1.0,0,resnet50
2,layer1.1.conv1,64,0.9998798441038291,0.36983086210720606,1.0,0,resnet50
3,layer1.1.conv2,64,0.9998798441038291,0.36983086210720606,1.0,0,resnet50
4,layer1.2.conv1,64,0.9998798441038291,0.36983086210720606,1.0,0,resnet50
5,layer1.2.conv2,64,0.9998798441038291,0.36983086210720606,1.0,0,resnet50
6,layer2.0.conv1,128,0.9995156495555773,0.017356766164170798,1.0,0,resnet50
7,layer2.0.conv2,128,0.9995156495555773,0.017356766164170798,1.0,0,resnet50
8,layer2.1.conv1,128,0.9995156495555773,0.017356766164170798,1.0,0,resnet50
9,layer2.1.conv2,128,0.9995156495555773,0.017356766164170798,1.0,0,resnet50
10,layer2.2.conv1,128,0.9995156495555773,0.017356766164170798,1.0,0,resnet50
11,layer2.2.conv2,128,0.9995156495555773,0.017356766164170798,1.0,0,resnet50
12,layer2.3.conv1,128,0.9995156495555773,0.017356766164170798,1.0,0,resnet50
13,layer2.3.conv2,128,0.9995156495555773,0.017356766164170798,1.0,0,resnet50
14,layer3.0.conv1,256,0.9980563857875795,5.904390404511139e-08,1.0,0,resnet50
15,layer3.0.conv2,256,0.9980563857875795,5.904390404511139e-08,1.0,0,resnet50
16,layer3.1.conv1,256,0.9980563857875795,5.904390404511139e-08,1.0,0,resnet50
17,layer3.1.conv2,256,0.9980563857875795,5.904390404511139e-08,1.0,0,resnet50
18,layer3.2.conv1,256,0.9980563857875795,5.904390404511139e-08,1.0,0,resnet50
19,layer3.2.conv2,256,0.9980563857875795,5.904390404511139e-08,1.0,0,resnet50
20,layer3.3.conv1,256,0.9980563857875795,5.904390404511139e-08,1.0,0,resnet50
21,layer3.3.conv2,256,0.9980563857875795,5.904390404511139e-08,1.0,0,resnet50
22,layer3.4.conv1,256,0.9980563857875795,5.904390404511139e-08,1.0,0,resnet50
23,layer3.4.conv2,256,0.9980563857875795,5.904390404511139e-08,1.0,0,resnet50
24,layer3.5.conv1,256,0.9980563857875795,5.904390404511139e-08,1.0,0,resnet50
25,layer3.5.conv2,256,0.9980563857875795,5.904390404511139e-08,1.0,0,resnet50
26,layer4.0.conv1,512,0.9922329997940535,4.069941563989066e-31,1.0,0,resnet50
27,layer4.0.conv2,512,0.9922329997940535,4.069941563989066e-31,1.0,0,resnet50
28,layer4.1.conv1,512,0.9922329997940535,4.069941563989066e-31,1.0,0,resnet50
29,layer4.1.conv2,512,0.9922329997940535,4.069941563989066e-31,1.0,0,resnet50
30,layer4.2.conv1,512,0.9922329997940535,4.069941563989066e-31,1.0,0,resnet50
31,layer4.2.conv2,512,0.9922329997940535,4.069941563989066e-31,1.0,0,resnet50
